X Z Y
827.808433 1289.692137 -839.299092
827.891832 1290.216921 -839.823972
827.975172 1290.741329 -840.348367
828.058435 1291.265253 -840.872290
828.141620 1291.788692 -841.395739
828.224748 1292.311766 -841.918706
828.307779 1292.834231 -842.441215
828.390731 1293.356204 -842.963256
828.473625 1293.877810 -843.484817
828.556442 1294.398927 -844.005912
828.639180 1294.919552 -844.526541
828.721843 1295.439702 -845.046704
828.804427 1295.959353 -845.566405
828.886952 1296.478639 -846.085631
828.969401 1296.997442 -846.604395
829.051771 1297.515747 -847.122699
829.134063 1298.033563 -847.640544
829.216280 1298.550911 -848.157929
829.298437 1299.067873 -848.674845
829.380516 1299.584349 -849.191305
829.462517 1300.100340 -849.707309
829.544442 1300.615846 -850.222859
829.626307 1301.130974 -850.737944
829.708096 1301.645627 -851.252575
829.789807 1302.159785 -851.766756
829.871442 1302.673468 -852.280485
829.953016 1303.186765 -852.793754
830.034513 1303.699580 -853.306574
830.115934 1304.211917 -853.818945
830.197295 1304.723871 -854.330859
830.278579 1305.235347 -854.842327
830.354917 1305.715698 -855.356806
830.418160 1306.113650 -855.880158
830.469840 1306.438842 -856.411423
830.511569 1306.701418 -856.949562
830.544393 1306.907959 -857.493923
830.568274 1307.058232 -858.044626
830.584258 1307.158807 -858.601001
830.592563 1307.211065 -859.162973
830.592640 1307.211551 -859.731025
830.584375 1307.159546 -860.305329
830.567556 1307.053715 -860.886132
830.541250 1306.888182 -861.474220
830.504120 1306.654548 -862.070699
830.454088 1306.339724 -862.677251
830.387895 1305.923212 -863.296484
830.300248 1305.371699 -863.932601
830.197295 1304.723873 -864.581121
830.094070 1304.074338 -865.230645
829.990709 1303.423948 -865.881070
829.887194 1302.772585 -866.532413
829.783540 1302.120353 -867.184663
829.679735 1301.467166 -867.837833
829.575792 1300.813109 -868.491915
829.471694 1300.158080 -869.146923
829.367459 1299.502191 -869.802844
829.263070 1298.845333 -870.459696
829.158526 1298.187496 -871.117481
829.053846 1297.528807 -871.776185
828.949011 1296.869141 -872.435826
828.844041 1296.208622 -873.096390
828.738914 1295.547119 -873.757896
828.633632 1294.884639 -874.420346
828.528215 1294.221309 -875.083725
828.422624 1293.556885 -875.748066
828.316896 1292.891603 -876.413342
828.211032 1292.225462 -877.079554
828.104995 1291.558229 -877.746734
827.998821 1290.890140 -878.414855
827.892493 1290.221075 -879.083934
827.786008 1289.551027 -879.753974
827.679368 1288.880006 -880.424976
827.572574 1288.208010 -881.096942
827.465643 1287.535158 -881.769858
827.358538 1286.861208 -882.443760
827.251297 1286.186402 -883.118615
827.143882 1285.510498 -883.794461
827.036331 1284.833740 -884.471265
826.928605 1284.155883 -885.149063
826.820743 1283.477173 -885.827824
826.712708 1282.797365 -886.507584
826.604536 1282.116704 -887.188309
826.496189 1281.434938 -887.870039
826.387688 1280.752202 -888.552757
826.279031 1280.068487 -889.236465
826.170219 1279.383794 -889.921166
826.061251 1278.698123 -890.606862
825.943979 1277.960199 -891.300936
825.761353 1276.811034 -892.055351
827.614374 1274.202636 -826.172282
827.928995 1276.209473 -826.589386
828.087243 1277.218870 -827.086997
828.202585 1277.954588 -827.606380
828.293010 1278.531374 -828.138351
828.376871 1279.066287 -828.673278
828.460654 1279.600705 -829.207710
828.544363 1280.134646 -829.741646
828.627993 1280.668091 -830.275088
828.711548 1281.201049 -830.808038
828.795026 1281.733522 -831.340495
828.878427 1282.265504 -831.872462
828.961751 1282.796995 -832.403940
829.044981 1283.327881 -832.934939
829.128153 1283.858401 -833.465441
829.211247 1284.388425 -833.995456
829.294266 1284.917968 -834.524986
829.377208 1285.447021 -835.054031
829.460074 1285.975588 -835.582594
829.542863 1286.503661 -836.110674
829.625575 1287.031249 -836.638273
829.708210 1287.558345 -837.165393
829.790789 1288.085081 -837.692022
829.873273 1288.611207 -838.218184
829.955678 1289.136840 -838.743870
830.038028 1289.662111 -839.269068
830.120281 1290.186769 -839.793803
830.202476 1290.711056 -840.318054
830.284595 1291.234863 -840.841831
830.366638 1291.758181 -841.365136
830.448604 1292.281004 -841.887972
830.530494 1292.803348 -842.410337
830.612306 1293.325194 -842.932235
830.694061 1293.846673 -843.453654
830.775741 1294.367678 -843.974604
830.857325 1294.888066 -844.495103
830.938850 1295.408079 -845.015126
831.020319 1295.927736 -845.534672
831.101691 1296.446776 -846.053768
831.183006 1296.965451 -846.572392
831.264226 1297.483519 -847.090567
831.345389 1298.001222 -847.608271
831.426494 1298.518559 -848.125503
831.507503 1299.035281 -848.642292
831.588454 1299.551632 -849.158613
831.669329 1300.067500 -849.674478
831.750128 1300.582886 -850.189888
831.830869 1301.097901 -850.704833
831.911514 1301.612300 -851.219340
831.992103 1302.126345 -851.733381
832.072634 1302.640016 -852.246960
832.153069 1303.153081 -852.760104
832.233447 1303.665776 -853.272786
832.313748 1304.177982 -853.785022
832.393991 1304.689816 -854.296799
832.474159 1305.201178 -854.808129
832.550154 1305.685916 -855.321962
832.613384 1306.089237 -855.844549
832.665112 1306.419186 -856.375111
832.706966 1306.686156 -856.912580
832.739672 1306.894776 -857.456531
832.763862 1307.049071 -858.006594
832.780263 1307.153689 -858.562322
832.789104 1307.210083 -859.123628
832.789507 1307.212647 -859.691249
832.782024 1307.164916 -860.264860
832.766139 1307.063597 -860.844934
832.740973 1306.903072 -861.432228
832.705110 1306.674314 -862.027918
832.656864 1306.366575 -862.633409
832.592754 1305.957643 -863.251509
832.507784 1305.415655 -863.886243
832.406697 1304.770868 -864.534156
832.304906 1304.121586 -865.183408
832.202980 1303.471440 -865.833561
832.100900 1302.820313 -866.484634
831.998687 1302.168341 -867.136610
831.896339 1301.515507 -867.789493
831.793838 1300.861692 -868.443302
831.691186 1300.206917 -869.098034
831.588397 1299.551269 -869.753681
831.485476 1298.894778 -870.410242
831.382400 1298.237301 -871.067736
831.279172 1297.578854 -871.726164
831.175792 1296.919436 -872.385527
831.072276 1296.259151 -873.045815
830.968609 1295.597905 -873.707041
830.864807 1294.935790 -874.369196
830.760852 1294.272708 -875.032295
830.656743 1293.608641 -875.696341
830.552501 1292.943723 -876.361320
830.448088 1292.277713 -877.027265
830.343539 1291.610844 -877.694148
830.238837 1290.942991 -878.361988
830.133983 1290.274171 -879.030783
830.028995 1289.604495 -879.700522
829.923834 1288.933718 -880.371239
829.818539 1288.262085 -881.042904
829.713091 1287.589477 -881.715534
829.607490 1286.915889 -882.389133
829.501735 1286.241326 -883.063702
829.395829 1285.565791 -883.739243
829.289768 1284.889275 -884.415759
829.183555 1284.211787 -885.093251
829.077171 1283.533210 -885.771738
828.970651 1282.853761 -886.451191
828.863977 1282.173332 -887.131628
828.757152 1281.491941 -887.813048
828.650172 1280.809563 -888.495457
828.543022 1280.126097 -889.178872
828.435737 1279.441769 -889.863262
828.328280 1278.756345 -890.548664
828.214508 1278.030644 -891.240717
828.042805 1276.935420 -891.987051
826.497608 1274.309206 -826.177798
826.802108 1276.238283 -826.601314
826.960148 1277.239501 -827.099670
827.075469 1277.970087 -827.619555
827.166187 1278.544800 -828.151780
827.250640 1279.079830 -828.686778
827.334998 1279.614259 -829.221289
827.419298 1280.148316 -829.755295
827.503502 1280.681769 -830.288817
827.587647 1281.214844 -830.821837
827.671696 1281.747314 -831.354375
827.755687 1282.279417 -831.886411
827.839583 1282.810916 -832.417968
827.923420 1283.342037 -832.949026
828.007161 1283.872555 -833.479607
828.090844 1284.402705 -834.009691
828.174431 1284.932251 -834.539300
828.257960 1285.461421 -835.068414
828.341413 1285.990115 -835.597044
828.424768 1286.518187 -836.125203
828.508065 1287.045895 -836.652870
828.591287 1287.573124 -837.180056
828.674412 1288.099735 -837.706775
828.757478 1288.625979 -838.233005
828.840467 1289.151734 -838.758758
828.923380 1289.677003 -839.284034
829.006215 1290.201784 -839.808836
829.088993 1290.726198 -840.333152
829.171674 1291.250004 -840.857008
829.254297 1291.773435 -841.380380
829.336826 1292.296272 -841.903292
829.419294 1292.818729 -842.425724
829.501686 1293.340701 -842.947686
829.584001 1293.862181 -843.469182
829.666239 1294.383180 -843.990211
829.748419 1294.903810 -844.510762
829.830503 1295.423826 -845.030861
829.912530 1295.943483 -845.550484
829.994479 1296.462651 -846.069645
830.076351 1296.981327 -846.588344
830.158164 1297.499631 -847.106572
830.239882 1298.017334 -847.624352
830.321542 1298.534666 -848.141661
830.403126 1299.051516 -848.658513
830.484631 1299.567867 -849.174909
830.566079 1300.083864 -849.690837
830.647451 1300.599368 -850.206310
830.728745 1301.114384 -850.721331
830.809960 1301.628902 -851.235900
830.891120 1302.143066 -851.750004
830.972182 1302.656614 -852.263672
831.053207 1303.169925 -852.776864
831.134135 1303.682621 -853.289621
831.215005 1304.194947 -853.801918
831.295797 1304.706783 -854.313770
831.376513 1305.218139 -854.825176
831.452701 1305.700808 -855.339317
831.515940 1306.101437 -855.862288
831.567638 1306.428955 -856.393207
831.609431 1306.693724 -856.931011
831.642207 1306.901368 -857.475159
831.666235 1307.053590 -858.025549
831.682439 1307.156248 -858.581593
831.691014 1307.210573 -859.143232
831.691265 1307.212161 -859.711061
831.683384 1307.162235 -860.285025
831.667025 1307.058597 -860.865470
831.641301 1306.895625 -861.453154
831.604864 1306.664794 -862.049195
831.555672 1306.353147 -862.655259
831.490544 1305.940549 -863.273910
831.404240 1305.393795 -863.909336
831.302213 1304.747432 -864.557559
831.199705 1304.098020 -865.206946
831.097061 1303.447751 -865.857236
830.994265 1302.796511 -866.508442
830.891333 1302.144417 -867.160554
830.788264 1301.491453 -867.813575
830.685043 1300.837525 -868.467518
830.581668 1300.182618 -869.122388
830.478156 1299.526851 -869.778172
830.374493 1298.870121 -870.434885
830.270692 1298.212523 -871.092516
830.166739 1297.553954 -871.751082
830.062631 1296.894408 -872.410584
829.958389 1296.234010 -873.071009
829.853992 1295.572636 -873.732375
829.749441 1294.910284 -874.394684
829.644755 1294.247074 -875.057923
829.539915 1293.582886 -875.722109
829.434920 1292.917724 -876.387244
829.329790 1292.251702 -877.053315
829.224489 1291.584597 -877.720353
829.119053 1290.916634 -878.388332
829.013461 1290.247687 -879.057269
828.907733 1289.577875 -879.727151
828.801833 1288.906980 -880.398010
828.695781 1288.235112 -881.069832
828.589591 1287.562378 -881.742606
828.483248 1286.888670 -882.416347
828.376733 1286.213874 -883.091074
828.270080 1285.538205 -883.766760
828.163275 1284.861571 -884.443419
828.056316 1284.183966 -885.121055
827.949202 1283.505372 -885.799671
827.841914 1282.825681 -886.479286
827.734493 1282.145144 -887.159865
827.626897 1281.463503 -887.841449
827.519167 1280.781008 -888.524003
827.411262 1280.097409 -889.207565
827.303206 1279.412848 -889.892118
827.194994 1278.727301 -890.577666
827.079479 1277.995487 -891.270729
826.902208 1276.872437 -892.021227
827.057402 1274.264775 -826.174304
827.365572 1276.223760 -826.595347
827.523746 1277.229247 -827.093316
827.639061 1277.962285 -827.612959
827.729640 1278.538080 -828.145053
827.813789 1279.072999 -828.680020
827.897879 1279.607546 -829.214481
827.981873 1280.141478 -829.748458
828.065790 1280.674929 -830.281940
828.149631 1281.207889 -830.814929
828.233413 1281.740477 -831.347417
828.317099 1282.272455 -831.879424
828.400709 1282.803952 -832.410941
828.484244 1283.334964 -832.941969
828.567699 1283.865475 -833.472511
828.651079 1284.395505 -834.002566
828.734401 1284.925169 -834.532124
828.817627 1285.454223 -835.061209
828.900776 1285.982788 -835.589811
828.983868 1286.510989 -836.117919
829.066862 1287.038569 -836.645558
829.149781 1287.565672 -837.172717
829.232643 1288.092409 -837.699384
829.315408 1288.618534 -838.225586
829.398116 1289.144291 -838.751299
829.480746 1289.669559 -839.276537
829.563299 1290.194332 -839.801300
829.645776 1290.718627 -840.325589
829.728175 1291.242426 -840.849405
829.810500 1291.765746 -841.372750
829.892747 1292.288576 -841.895623
829.974935 1292.811031 -842.418017
830.057048 1293.333011 -842.939940
830.139064 1293.854374 -843.461408
830.221021 1294.375362 -843.982399
830.302904 1294.895876 -844.502924
830.384728 1295.416014 -845.022972
830.466456 1295.935546 -845.542569
830.548125 1296.454706 -846.061692
830.629719 1296.973383 -846.580353
830.711237 1297.491576 -847.098554
830.792677 1298.009278 -847.616296
830.874059 1298.526608 -848.133567
830.955346 1299.043341 -848.650393
831.036574 1299.559691 -849.166752
831.117746 1300.075685 -849.682641
831.198822 1300.591073 -850.198089
831.279838 1301.106080 -850.713073
831.360779 1301.620606 -851.227604
831.441643 1302.134643 -851.741684
831.522449 1302.648316 -852.255300
831.603177 1303.161492 -852.768469
831.683831 1303.674195 -853.281188
831.764407 1304.186401 -853.793461
831.844925 1304.698237 -854.305275
831.925366 1305.209592 -854.816643
832.001468 1305.693358 -855.330623
832.064704 1306.095337 -855.853402
832.116417 1306.424067 -856.384143
832.158243 1306.689948 -856.921778
832.190983 1306.898072 -857.465828
832.215102 1307.051389 -858.016048
832.231404 1307.155023 -858.571934
832.240104 1307.210327 -859.133413
832.240430 1307.212396 -859.701139
832.232750 1307.163573 -860.274925
832.216638 1307.061155 -860.855178
832.191175 1306.899289 -861.442680
832.155092 1306.669919 -862.038495
832.106318 1306.359868 -862.644316
832.041698 1305.949094 -863.262692
831.956072 1305.404782 -863.897765
831.854507 1304.759153 -864.545839
831.752368 1304.109868 -865.195151
831.650072 1303.459595 -865.845380
831.547644 1302.808474 -866.496512
831.445080 1302.156491 -867.148550
831.342344 1301.503419 -867.801523
831.239493 1300.849612 -868.455391
831.136488 1300.194824 -869.110185
831.033328 1299.539059 -869.765908
830.930036 1298.882449 -870.422545
830.826589 1298.224852 -871.080115
830.723009 1297.566410 -871.738603
830.619274 1296.906983 -872.398028
830.515385 1296.246579 -873.058393
830.411363 1295.585331 -873.719681
830.307186 1294.923098 -874.381913
830.202856 1294.259890 -875.045089
830.098391 1293.595821 -875.709198
829.993773 1292.930785 -876.374254
829.889001 1292.264764 -877.040263
829.784076 1291.597777 -877.707223
829.678998 1290.929815 -878.375139
829.573784 1290.260986 -879.043998
829.468418 1289.591192 -879.713815
829.362897 1288.920415 -880.384595
829.257222 1288.248655 -881.056340
829.151393 1287.575922 -881.729050
829.045413 1286.902224 -882.402727
828.939296 1286.227653 -883.077360
828.833008 1285.552000 -883.752981
828.726566 1284.875367 -884.429576
828.619990 1284.197879 -885.107132
828.513239 1283.519285 -885.785684
828.406356 1282.839845 -886.465200
828.299300 1282.159308 -887.145715
828.192088 1281.477783 -887.827218
828.084724 1280.795287 -888.509708
827.977207 1280.111822 -889.193187
827.869534 1279.427360 -889.877661
827.761692 1278.741830 -890.563142
827.647068 1278.013179 -891.255685
827.472572 1276.903938 -892.004115
825.937807 1274.353883 -826.181296
826.238547 1276.252684 -826.607316
826.396506 1277.249997 -827.106028
826.511776 1277.977786 -827.626185
826.602647 1278.551518 -828.158531
826.687387 1279.086549 -828.693570
826.772051 1279.621093 -829.228112
826.856637 1280.155151 -829.762158
826.941147 1280.688723 -830.295711
827.025577 1281.221799 -830.828771
827.109932 1281.754394 -831.361338
827.194191 1282.286380 -831.893425
827.278390 1282.817994 -832.425011
827.362512 1283.349117 -832.956110
827.446557 1283.879759 -833.486720
827.530525 1284.409911 -834.016843
827.614395 1284.939449 -834.546493
827.698210 1285.468635 -835.075645
827.781944 1285.997311 -835.604316
827.865603 1286.525512 -836.132504
827.949184 1287.053218 -836.660211
828.032689 1287.580448 -837.187436
828.116114 1288.107175 -837.714184
828.199463 1288.633420 -838.240453
828.282753 1289.159295 -838.766233
828.365949 1289.684572 -839.291549
828.449066 1290.209354 -839.816390
828.532124 1290.733760 -840.340746
828.615107 1291.257692 -840.864628
828.697992 1291.781006 -841.388051
828.780818 1292.303954 -841.910991
828.863569 1292.826418 -842.433461
828.946259 1293.348506 -842.955451
829.028855 1293.869997 -843.476985
829.111373 1294.390994 -843.998052
829.193833 1294.911626 -844.518642
829.276216 1295.431768 -845.038767
829.358520 1295.951418 -845.558429
829.440747 1296.470578 -846.077629
829.522916 1296.989373 -846.596355
829.605009 1297.507686 -847.114620
829.687005 1298.025391 -847.632438
829.768944 1298.542731 -848.149785
829.850822 1299.059691 -848.666664
829.932605 1299.576051 -849.183098
830.014331 1300.092046 -849.699063
830.095978 1300.607546 -850.214575
830.177567 1301.122679 -850.729622
830.259062 1301.637215 -851.244227
830.340496 1302.151371 -851.758370
830.421854 1302.665045 -852.272062
830.503153 1303.178349 -852.785292
830.584355 1303.691038 -853.298088
830.665501 1304.203373 -853.810422
830.746587 1304.715328 -854.322298
830.827578 1305.226684 -854.833742
830.903851 1305.708257 -855.348044
830.967092 1306.107544 -855.871206
831.018792 1306.433962 -856.402291
831.060535 1306.697515 -856.940276
831.093344 1306.904663 -857.484524
831.117298 1307.055907 -858.035071
831.133403 1307.157592 -858.591273
831.141834 1307.210818 -859.153085
831.141988 1307.211792 -859.721033
831.133925 1307.160886 -860.295160
831.117338 1307.056156 -860.875783
831.091313 1306.891844 -861.463677
831.054541 1306.659671 -862.059929
831.004929 1306.346435 -862.666237
830.939271 1305.931887 -863.285178
830.852305 1305.382809 -863.920943
830.749816 1304.735715 -864.569314
830.646941 1304.086190 -865.218776
830.543947 1303.435911 -865.869127
830.440782 1302.784551 -866.520409
830.337497 1302.132438 -867.172584
830.234043 1301.479253 -867.825693
830.130471 1300.825324 -868.479697
830.026742 1300.170407 -869.134629
829.922861 1299.514528 -869.790489
829.818825 1298.857671 -870.447279
829.714671 1298.200070 -871.104972
829.610346 1297.541383 -871.763614
829.505883 1296.881835 -872.423178
829.401267 1296.221310 -873.083681
829.296515 1295.559934 -873.745109
829.191590 1294.897464 -874.407495
829.086529 1294.234135 -875.070811
828.981332 1293.569947 -875.735060
828.875980 1292.904783 -876.400257
828.770456 1292.238526 -877.066422
828.664814 1291.571529 -877.733509
828.559000 1290.903448 -878.401565
828.453031 1290.234384 -879.070581
828.346924 1289.564453 -879.740542
828.240665 1288.893558 -880.411464
828.134248 1288.221672 -881.083351
828.027679 1287.548820 -881.756204
827.920956 1286.874997 -882.430025
827.814079 1286.200199 -883.104816
827.707044 1285.524412 -883.780581
827.599856 1284.847654 -884.457322
827.492514 1284.169922 -885.135038
827.385017 1283.491212 -885.813735
827.277385 1282.811647 -886.493396
827.169577 1282.130976 -887.174059
827.061597 1281.449218 -887.855723
826.953482 1280.766607 -888.538358
826.845211 1280.083008 -889.221985
826.736784 1279.398431 -889.906604
826.628186 1278.712768 -890.592234
826.511794 1277.977899 -891.285803
826.331699 1276.840826 -892.038398
828.170578 1274.135746 -826.170673
828.492150 1276.193965 -826.583549
828.650678 1277.208621 -827.080692
828.766026 1277.946906 -827.599824
828.856294 1278.524665 -828.131675
828.939867 1279.059572 -828.666562
829.023365 1279.593998 -829.200953
829.106766 1280.127805 -829.734860
829.190112 1280.661258 -830.268262
829.273380 1281.194215 -830.801172
829.356553 1281.726563 -831.333600
829.439670 1282.258548 -831.865527
829.522690 1282.789920 -832.396976
829.605653 1283.320923 -832.927925
829.688540 1283.851441 -833.458387
829.771333 1284.381355 -833.988373
829.854066 1284.910887 -834.517864
829.936724 1285.439938 -835.046870
830.019288 1285.968386 -835.575404
830.101794 1286.496461 -836.103445
830.184223 1287.024047 -836.631005
830.266575 1287.551142 -837.158086
830.348833 1288.077635 -837.684698
830.431053 1288.603878 -838.210810
830.513178 1289.129518 -838.736457
830.595225 1289.654659 -839.261628
830.677197 1290.179320 -839.786324
830.759093 1290.703491 -840.310547
830.840931 1291.227296 -840.834286
830.922692 1291.750608 -841.357553
831.004360 1292.273320 -841.880361
831.085969 1292.795657 -842.402688
831.167501 1293.317500 -842.924548
831.248977 1293.838987 -843.445927
831.330358 1294.359867 -843.966852
831.411681 1294.880371 -844.487300
831.492909 1295.400274 -845.007296
831.574080 1295.919805 -845.526817
831.655173 1296.438837 -846.045876
831.736211 1296.957520 -846.564460
831.817152 1297.475586 -847.082598
831.898036 1297.993280 -847.600264
831.978844 1298.510492 -848.117472
832.059577 1299.027221 -848.634222
832.140234 1299.543461 -849.150517
832.220832 1300.059328 -849.666344
832.301353 1300.574705 -850.181718
832.381800 1301.089603 -850.696638
832.462187 1301.604119 -851.211094
832.542500 1302.118161 -851.725099
832.622737 1302.631715 -852.238653
832.702896 1303.144772 -852.751760
832.783000 1303.657474 -853.264404
832.863007 1304.169561 -853.776615
832.942976 1304.681402 -854.288354
833.022848 1305.192621 -854.799663
833.098775 1305.678589 -855.313320
833.161980 1306.083128 -855.835731
833.213723 1306.414313 -856.366112
833.255586 1306.682254 -856.903429
833.288275 1306.891479 -857.447267
833.312535 1307.046755 -857.997174
833.329051 1307.152464 -858.552731
833.337938 1307.209351 -859.113934
833.338492 1307.212892 -859.681395
833.331187 1307.166139 -860.254844
833.315548 1307.066042 -860.834725
833.290659 1306.906738 -861.421824
833.255031 1306.678705 -862.017377
833.207200 1306.372561 -862.622625
833.143728 1305.966309 -863.240347
833.059410 1305.426631 -863.874746
832.958767 1304.782467 -864.522523
832.857343 1304.133305 -865.171700
832.755765 1303.483162 -865.821794
832.654053 1302.832155 -866.472792
832.552208 1302.180294 -867.124694
832.450210 1301.527462 -867.777517
832.348080 1300.873777 -868.431249
832.245796 1300.219111 -869.085907
832.143361 1299.563475 -869.741493
832.040791 1298.906977 -870.397994
831.938087 1298.249627 -871.055411
831.835214 1297.591189 -871.713777
831.732207 1296.931892 -872.373063
831.629065 1296.271734 -873.033274
831.525769 1295.610590 -873.694426
831.422323 1294.948485 -874.356518
831.318724 1294.285404 -875.019555
831.214990 1293.621455 -875.683525
831.111105 1292.956539 -876.348442
831.007068 1292.290655 -877.014309
830.902896 1291.623904 -877.681114
830.798554 1290.956061 -878.348890
830.694077 1290.287360 -879.017608
830.589448 1289.617684 -879.687284
830.484665 1288.947026 -880.357923
830.379749 1288.275510 -881.029509
830.274662 1287.602903 -881.702077
830.169442 1286.929440 -882.375596
830.064049 1286.254878 -883.050102
829.958523 1285.579461 -883.725564
829.852827 1284.902954 -884.402016
829.746997 1284.225591 -885.079427
829.640994 1283.547122 -885.757836
829.534858 1282.867799 -886.437208
829.428550 1282.187378 -887.117580
829.322108 1281.506095 -887.798921
829.215497 1280.823734 -888.481264
829.108730 1280.140375 -889.164600
829.001813 1279.456056 -889.848925
828.894742 1278.770748 -890.534245
828.781837 1278.048103 -891.225794
828.612877 1276.966676 -891.970065
828.727006 1274.070433 -826.168959
829.055116 1276.177732 -826.577797
829.214031 1277.198368 -827.074413
829.329401 1277.939334 -827.593285
829.419510 1278.518065 -828.125014
829.502779 1279.052863 -828.659871
829.585990 1279.587282 -829.194222
829.669106 1280.121097 -829.728089
829.752144 1280.654417 -830.261462
829.835128 1281.187382 -830.794332
829.918015 1281.719729 -831.326720
830.000827 1282.251589 -831.858619
830.083581 1282.783078 -832.390017
830.166241 1283.313966 -832.920938
830.248825 1283.844364 -833.451371
830.331333 1284.374271 -833.981318
830.413782 1284.903807 -834.510769
830.496139 1285.432743 -835.039747
830.578418 1285.961184 -835.568242
830.660640 1286.489258 -836.096244
830.742768 1287.016728 -836.623776
830.824838 1287.543822 -837.150817
830.906832 1288.070431 -837.677380
830.988731 1288.596431 -838.203476
831.070574 1289.122069 -838.729084
831.152340 1289.647218 -839.254216
831.234030 1290.171872 -839.778874
831.315646 1290.696051 -840.303057
831.397184 1291.219730 -840.826769
831.478664 1291.743040 -841.349998
831.560051 1292.265751 -841.872768
831.641379 1292.788080 -842.395058
831.722632 1293.309932 -842.916878
831.803809 1293.831293 -843.438231
831.884910 1294.352170 -843.959118
831.965936 1294.872558 -844.479540
832.046884 1295.392453 -844.999498
832.127776 1295.911983 -845.518981
832.208593 1296.431032 -846.038001
832.289332 1296.949579 -846.556561
832.369997 1297.467653 -847.074660
832.450604 1297.985355 -847.592287
832.531115 1298.502441 -848.109471
832.611571 1299.019168 -848.626183
832.691949 1299.535400 -849.142441
832.772271 1300.051273 -849.658230
832.852497 1300.566525 -850.173579
832.932667 1301.081421 -850.688462
833.012779 1301.595944 -851.202880
833.092797 1302.109860 -851.716861
833.172757 1302.623406 -852.230379
833.252642 1303.136469 -852.743447
833.332452 1303.649052 -853.256067
833.412202 1304.161248 -853.768230
833.491879 1304.672972 -854.279944
833.571479 1305.184205 -854.791215
833.647314 1305.671262 -855.304712
833.710511 1306.077145 -855.826932
833.762247 1306.409424 -856.357148
833.804138 1306.678468 -856.894298
833.836791 1306.888182 -857.438038
833.861138 1307.044555 -857.987775
833.877751 1307.151247 -858.543173
833.886664 1307.208493 -859.104290
833.887387 1307.213136 -859.671575
833.880279 1307.167482 -860.244848
833.864864 1307.068485 -860.824550
833.840175 1306.909919 -861.411513
833.804842 1306.682986 -862.006884
833.757421 1306.378424 -862.611890
833.694565 1305.974734 -863.229251
833.610917 1305.437499 -863.863297
833.510734 1304.794069 -864.510926
833.409657 1304.144900 -865.160045
833.308465 1303.494995 -865.810050
833.207103 1302.843991 -866.460987
833.105607 1302.192133 -867.112829
833.003980 1301.539428 -867.765577
832.902200 1300.885745 -868.419248
832.800286 1300.231200 -869.073831
832.698221 1299.575683 -869.729341
832.596004 1298.919187 -870.385782
832.493653 1298.261839 -871.043138
832.391152 1297.603521 -871.701428
832.288515 1296.944334 -872.360640
832.185727 1296.284177 -873.020789
832.082807 1295.623169 -873.681863
831.979716 1294.961066 -874.343894
831.876492 1294.298103 -875.006854
831.773132 1293.634273 -875.670747
831.669605 1292.969366 -876.335602
831.565942 1292.303584 -877.001394
831.462129 1291.636843 -877.668136
831.358163 1290.969117 -878.335835
831.254064 1290.300543 -879.004473
831.149793 1289.630860 -879.674089
831.045390 1288.960328 -880.344648
830.940836 1288.288821 -881.016171
830.836128 1287.616332 -881.688661
830.731268 1286.942870 -882.362117
830.626257 1286.268434 -883.036543
830.521095 1285.593025 -883.711941
830.415778 1284.916626 -884.388315
830.310329 1284.239372 -885.065649
830.204711 1283.561038 -885.743975
830.098939 1282.881714 -886.423284
829.993016 1282.201420 -887.103575
829.886940 1281.520145 -887.784852
829.780712 1280.837891 -888.467116
829.674331 1280.154658 -889.150370
829.567781 1279.470338 -889.834631
829.461097 1278.785156 -890.519870
829.349053 1278.065550 -891.210917
829.182821 1276.997921 -891.953124
829.283451 1274.005372 -826.167248
829.618007 1276.161494 -826.572071
829.777302 1277.188106 -827.068160
829.892673 1277.931644 -827.586780
829.982623 1278.511348 -828.118389
830.065624 1279.046263 -828.653196
830.148529 1279.580563 -829.187518
830.231359 1280.114381 -829.721344
830.314112 1280.647699 -830.254678
830.396790 1281.180540 -830.787518
830.479392 1281.712886 -831.319868
830.561918 1282.244745 -831.851727
830.644369 1282.776118 -832.383096
830.726744 1283.307005 -832.913977
830.809043 1283.837397 -833.444371
830.891266 1284.367303 -833.974279
830.973414 1284.896723 -834.503702
831.055486 1285.425657 -835.032641
831.137484 1285.954106 -835.561096
831.219404 1286.482060 -836.089070
831.301248 1287.009524 -836.616563
831.383036 1287.536625 -837.143565
831.464728 1288.063109 -837.670101
831.546345 1288.589107 -838.196158
831.627907 1289.114748 -838.721727
831.709391 1289.639895 -839.246820
831.790781 1290.164430 -839.771451
831.872115 1290.688602 -840.295597
831.953371 1291.212280 -840.819271
832.034553 1291.735473 -841.342473
832.115659 1292.258182 -841.865204
832.196708 1292.780519 -842.387455
832.277662 1293.302245 -842.909249
832.358561 1293.823614 -843.430564
832.439382 1294.344484 -843.951413
832.520128 1294.864870 -844.471797
832.600797 1295.384763 -844.991717
832.681392 1295.904176 -845.511174
832.761929 1296.423214 -846.030157
832.842373 1296.941654 -846.548690
832.922759 1297.459720 -847.066752
833.003069 1297.977293 -847.584355
833.083322 1298.494504 -848.101488
833.163501 1299.011232 -848.618163
833.243584 1299.527345 -849.134396
833.323628 1300.043210 -849.650148
833.403579 1300.558469 -850.165459
833.483473 1301.073363 -850.680304
833.563291 1301.587769 -851.194698
833.643033 1302.101683 -851.708641
